"https://moneysmart.gov.au/home-loans/mortgage-calculator
",Work out your home loan repayments and compare different interest rates.,N\A
"https://moneysmart.gov.au/home-loans
",How to navigate the home-buying process and get ahead on your mortgage.,N\A
"https://www.investopedia.com/terms/m/mortgage.asp
",A mortgage is a debt instrument that the borrower is obliged to pay back with a predetermined set of payments. ,N\A
"https://www.mortgagechoice.com.au/
",N\A,N\A
"https://www.westpac.com.au/personal-banking/home-loans/calculator/mortgage-repayment/
",Use our mortgage repayment calculator as a guide to what your mortgage repayments could be on your new home loan. Start a conversation with a Westpac expert today.,N\A
"https://www.mortgagehouse.com.au/mortgages/for/
","Find great mortgages for your needs whether you're buying your first home or moving. As Australia's leading non bank lender, we are happy to assist you!",N\A
"https://www.mortgagehouse.com.au/mortgages/calculators/best-rate-mortgage-calculators/
",The best rate Mortgage House calculator gives the help you need in choosing the perfect loan for your budget. Visit our wide range of mortgage options now!,N\A
"https://www.stgeorge.com.au/personal/home-loans/home-loan-calculators/mortgage-calculator
","Use our mortgage calculator to work out your borrowing power, loan repayments, stamp duty and other costs. ",N\A
"https://www.yourmortgage.com.au/
","Find out the right mortgage information including mortgage calculators, home loan rates, mortgage brokers, industry news and home loan guides.",N\A
"https://www.canstar.com.au/home-loans/
",Compare expert-rated home loans from 1.69% (comparison rate 3.49%^) with Australia's biggest financial comparison website* to see if you can save.,N\A
"https://www1.citibank.com.au/home-loans
",Citibank Home Loan Specialists can work with you to tailor a loan to suit your needs now and for the future.,N\A
"https://www.comparethemarket.com.au/home-loans/
","With comparethemarket.com.au, it is now easier for you to search for a great value home loan. Compare now from a range of Australia's major and challenger lenders. ",N\A
"https://shorefinancial.com.au/calculators/mortgage-loan-repayments-calculator/
","Use our loan repayment calculator to budget for your home purchase or renovation. Calculate interest payments, outstanding payments, principal payments and more. Get in touch with Shore Financial today.",N\A
"https://www.amo.com.au/
",AMO is an award winning home loans specialist. Our mortgage brokers have helped thousands of ordinary Australians to secure finance for home or investment property.,"Australia's best home loan, AMO, construction loan, building loan, home loan, Mortgage in Sydney"
"https://en.wikipedia.org/wiki/Mortgage_loan
",N\A,N\A
"https://www.commbank.com.au/digital/home-buying/calculator/home-loan-repayments
","With our Home Loan Calculator, you can estimate what your repayments would be. You can also generate a personalised Key Facts Sheet based on your loan amount, term and repayments.",N\A
"https://www.nab.com.au/personal/home-loans/calculators/loan-repayments-calculator
",NAB's Home Loan Calculator allows you to calculate what your loan repayments could be based on the type of loan you choose.,N\A
"https://www.mortgageport.com.au/
","Established for over 21 years, Mortgageport is an Australian owned Non Bank Lender who provides low interest rate home loans tailored for you.",N\A
"https://smartasset.com/mortgage/mortgage-calculator
","Use SmartAsset's free mortgage loan calculator to determine your monthly payments, including PMI, homeowners insurance, taxes, interest and more.",N\A
"https://www.canstar.com.au/home-loans/
",Compare expert-rated home loans from 1.69% (comparison rate 3.49%^) with Australia's biggest financial comparison website* to see if you can save.,N\A
"https://www.commbank.com.au/home-loans.html
","With a wide range of flexible home loans, calculators and guides, we can help you get the most out of your home loan.",N\A
"https://www.westpac.com.au/personal-banking/home-loans/
","The timing couldn’t be better for choosing Westpac – explore our refinance cashback offer, great variable rates and ongoing home loan support.",N\A
"https://www.nab.com.au/personal/home-loans
","NAB offers flexible home loans to suit you whatever stage you’re at. Buying a home, investing, renovating, refinancing.
",N\A
"https://www.ratecity.com.au/home-loans
","Find out which lenders offer the lowest home loan interest rates. With rates from 1.69% updated in February 2021, compare home loans at RateCity.","best mortgage rates, mortgage rates, mortgage repayment calculator, interest rates, home loan repayment calculator, home loans, home loan comparison"
"https://www.iselect.com.au/home-loans/
",Compare home loans and rates from over 20 most recognised Australian lenders with iSelect. Access competitive rates and free professional advice.,N\A
"https://moneysmart.gov.au/home-loans
",How to navigate the home-buying process and get ahead on your mortgage.,N\A
"https://moneysmart.gov.au/home-loans/choosing-a-home-loan
",Get the best deal on your mortgage by learning how to compare interest rates and home loan features.,N\A
"https://mozo.com.au/home-loans
",Compare 500+ home loans in Australia to find the right home loan for your needs. Interest rates updated daily. Expert comparisons and reviews.,"Home Loans, Compare Home Loans, Home Loan Comparison, Home Loans Rates, Home Loan Interest Rates, Home Loans Australia, Mortgage, Mortgages, Mortgage Comparison, Mortgages Australia"
"https://www.ing.com.au/home-loans.html
","Discover home loans and mortgages with ING. Whether you are a first time buyer, renovator or investor, we can help find the right home loan for you",products: home loans; categories: about home loans
"https://www.aussie.com.au/
",N\A,N\A
"https://www.anz.com.au/personal/home-loans/
",ANZ home loans with variable and fixed rate options available. Use our calculator and comparison tools to explore our home loan and repayments options.,
"https://www.cua.com.au/loans/home-loans
",CUA has a range of home loans with variable rates and fixed rates. Find a mortgage with features and an interest rate which is right for you.,N\A
"https://www.comparethemarket.com.au/home-loans/
","With comparethemarket.com.au, it is now easier for you to search for a great value home loan. Compare now from a range of Australia's major and challenger lenders. ",N\A
"https://www.rams.com.au/
",N\A,N\A
"https://www.stgeorge.com.au/personal/home-loans
","With one of Australia's widest range of fixed and variable rate home loans, we are here to help you find the home loan that is right for you.",Show on Mobile Navigaton
"https://www.homeloanexperts.com.au/
",Home Loan Experts are specialist mortgage brokers who know how to get tough loans approved. Work with one of Australia's top mortgage brokers.,"home loans, home loan, mortgage, mortgages, Home Loan Experts, mortgage broker, bank, lender, interest rate, home loan, investment loan, fixed rate, low doc, employment, Australia, borrow, lend, no doc, ABN, LMI, fees"
"https://www.yourmortgage.com.au/home-loans/best-home-loans/
",View and compare the best home loans currently available from Australia’s top lenders. Browse here to see who is offering the best interest rates and monthly repayments that suit you.,N\A
"https://www.homeloans.com.au/
",We are a hidden secret where knowledgeable homeowners and investors go for flexible and competitive home loans. Join the party by applying online.,N\A
"https://www.amp.com.au/home-loans
","AMP offers variety home loans to suit you whatever stage you're at. Buying a home, investing, renovating, refinancing and building new home. ",N\A
"https://moneysmart.gov.au/home-loans/using-a-mortgage-broker
",Questions to ask a mortgage broker to make sure you're getting the best home loan for you.,N\A
"https://www.mortgagechoice.com.au/find-a-mortgage-broker-in-sydney/
",N\A,N\A
"https://www.aussie.com.au/mortgage-broker/sydney.html
",Chat with one of our Aussie mortgage brokers and we can help answer your questions about housing affordability in Sydney. Book an appointment today.,N\A
"https://www.homeloanexperts.com.au/about_us/best-mortgage-brokers-sydney/
",Finding the best mortgage brokers in Sydney or anywhere else is about finding a good fit and asking the right questions. Learn how to find the best broker.,N\A
"https://www.ratecity.com.au/home-loans/brokers/sydney
",Find and compare mortgage brokers from Sydney and beyond on RateCity. Read reviews and contact your choice of broker.,
"https://www.canstar.com.au/home-loans/should-you-use-a-mortgage-broker/
",What do mortgage brokers do? What are the pros and cons of using one and what questions should you ask when you meet them?,N\A
"https://mortgagebrokersydney.com.au/
",Mortgage Broker Sydney makes securing your mortgage simple and stress free. The best negotiated rates and expert advice since 2003. Get in touch today!,N\A
"https://www.yourmortgage.com.au/mortgage-brokers/best-mortgage-brokers/
",The mortgage industry and its professionals as ranked by Your Mortgage Australia.,N\A
"https://intuitivefinance.com.au/mortgage-brokers-sydney/
","Whether you’re a first home buyer or a seasoned property investor in Sydney and seeking a mortgage broker or a home loan broker in Sydney, Intuitive Finance is equipped to help you find wealth-building strategies that work. Call us to speak to a team of mortgage and home loan brokers in Sydney.",N\A
"https://www.smartline.com.au/mortgage-broker-sydney-inner-west/
",Looking for a Mortgage Broker in Sydney Inner West? Smartline award winning Mortgage Broker Sydney Inner West will find the right mortgage loan for you.,N\A
"https://www.smartline.com.au/mortgage-broker-sydney/
",Looking for a Mortgage Broker in Sydney? Smartline award winning Mortgage Broker Sydney will find the right mortgage loan for you. Book an appointment today.,N\A
"https://en.wikipedia.org/wiki/Mortgage_broker
",N\A,N\A
"https://www.firstchoicemortgage.com.au/
",N\A,N\A
"https://www.allens.com.au/insights-news/insights/2020/02/mortgage-broker-best-interests-duty/
",This insight exams ASIC's proposals on on the new mortgage broker best interests duty. A new duty has been created for mortgage brokers to act in the best interests of consumers where there is a conflict when providing credit assistance.,N\A
"https://www.investopedia.com/financial-edge/1112/advantages-and-disadvantages-of-using-a-mortgage-broker.aspx
","Mortgage brokers may potentially save you time and fees, but may not always have your best interests in mind or be able to get you the best deal.",N\A
"https://atelierwealth.com.au/
",Looking for a home loan or investment loan in Sydney? Atelier is a leading Mortgage Broker. We simplify loans & help build debt free futures.,N\A
"https://www.mintequity.com.au/mortgage-broker-sydney
","Sydney mortgage broker Mint Equity provides experienced, proactive service 
to find the best mortgage rates from over 40 lenders. Get in touch with us 
today!",N\A
"https://www.voguefinancial.com.au/home-loans/
",We can help you research and find the best home loans in Sydney. Our experienced mortgage brokers will find great interest rates and loans to fit you.,N\A
"https://www.finder.com.au/mortgage-brokers-sydney
","Learn more about how a Sydney-based mortgage broker can help you get the best home loan deal, even if your bank has already said 'no'.",N\A
"https://www.echoice.com.au/
",N\A,N\A
"https://moneysmart.gov.au/home-loans/mortgage-calculator
",Work out your home loan repayments and compare different interest rates.,N\A
"https://moneysmart.gov.au/loans/personal-loan-calculator
",Use our personal loan calculator to see how much your repayments will be and how to pay it off sooner,N\A
"https://www.commbank.com.au/digital/home-buying/calculator/home-loan-repayments
","With our Home Loan Calculator, you can estimate what your repayments would be. You can also generate a personalised Key Facts Sheet based on your loan amount, term and repayments.",N\A
"https://www.westpac.com.au/personal-banking/home-loans/calculator/mortgage-repayment/
",Use our mortgage repayment calculator as a guide to what your mortgage repayments could be on your new home loan. Start a conversation with a Westpac expert today.,N\A
"https://www.nab.com.au/personal/home-loans/calculators/loan-repayments-calculator
",NAB's Home Loan Calculator allows you to calculate what your loan repayments could be based on the type of loan you choose.,N\A
"https://www.loans.com.au/calculators/home-loan
","Our home loan calculator helps you estimate what your mortgage repayments could be. Our calculator allows you to choose repayment frequency, loan term, extra repayments and more.",N\A
"https://www.loans.com.au/calculators/car-loan
","Use our car loan calculator to estimate your repayments on a new or used car loan. Our calculator features repayment frequency, balloon payments, loan term options and more.",N\A
"https://www.anz.com.au/personal/home-loans/calculators-tools/
",ANZ home loan calculators and tools can help you work out the numbers and explore home loans that may suit your needs. Compare our home loan options today.,
"https://www.yourmortgage.com.au/calculators/
","Your Mortgage Australia Calculator provides 20+ home loan calculators to help you estimate repayments, affordability, stamp duty, CGT & more!",N\A
"https://www.bankwest.com.au/personal/home-buying/calculators/home-loan-repayments-calculator
","The Bankwest home loan repayment calculator allows you to estimate your home loan repayments. Calculate payments based on loan amount, term and interest rates.",N\A
"https://www.banksa.com.au/personal/home-loans/home-loan-calculators/loan-repayment-calculator
","The home loan repayments calculator provides estimated loan repayments on a monthly, fortnightly or weekly basis. You can calculate your mortgage repayments, adjust the home loan type and interest rates to see the impact. ",N\A
